Point	Grid		
30	32		
507.068589	3642.112423		
518.938775	3642.112423		
534.654328	3642.112423		
546.749486	3642.112423		
561.871277	3642.112423		
573.987737	3642.112423		
589.091534	3642.112423		
601.713470	3642.112423		
616.670297	3642.112423		
629.017909	3642.112423		
644.023371	3642.112423		
656.485802	3642.112423		
671.190952	3642.112423		
683.567354	3642.112423		
698.639577	3642.112423		
710.717472	3642.112423		
725.842664	3642.112423		
738.173927	3642.112423		
752.915834	3642.112423		
765.172210	3642.112423		
780.027292	3642.112423		
792.523396	3642.112423		
807.020116	3642.112423		
819.515556	3642.112423		
834.789467	3642.112423		
847.034317	3642.112423		
861.775508	3642.112423		
873.908048	3642.112423		
889.087556	3642.112423		
901.001525	3642.112423		
915.920837	3642.112423		
927.963791	3642.112423		
507.068589	3656.000459		
518.938775	3656.000459		
534.654328	3656.000459		
546.749486	3656.000459		
561.871277	3656.000459		
573.987737	3656.000459		
589.091534	3656.000459		
601.713470	3656.000459		
616.670297	3656.000459		
629.017909	3656.000459		
644.023371	3656.000459		
656.485802	3656.000459		
671.190952	3656.000459		
683.567354	3656.000459		
698.639577	3656.000459		
710.717472	3656.000459		
725.842664	3656.000459		
738.173927	3656.000459		
752.915834	3656.000459		
765.172210	3656.000459		
780.027292	3656.000459		
792.523396	3656.000459		
807.020116	3656.000459		
819.515556	3656.000459		
834.789467	3656.000459		
847.034317	3656.000459		
861.775508	3656.000459		
873.908048	3656.000459		
889.087556	3656.000459		
901.001525	3656.000459		
915.920837	3656.000459		
927.963791	3656.000459		
507.068589	3669.734108		
518.938775	3669.734108		
534.654328	3669.734108		
546.749486	3669.734108		
561.871277	3669.734108		
573.987737	3669.734108		
589.091534	3669.734108		
601.713470	3669.734108		
616.670297	3669.734108		
629.017909	3669.734108		
644.023371	3669.734108		
656.485802	3669.734108		
671.190952	3669.734108		
683.567354	3669.734108		
698.639577	3669.734108		
710.717472	3669.734108		
725.842664	3669.734108		
738.173927	3669.734108		
752.915834	3669.734108		
765.172210	3669.734108		
780.027292	3669.734108		
792.523396	3669.734108		
807.020116	3669.734108		
819.515556	3669.734108		
834.789467	3669.734108		
847.034317	3669.734108		
861.775508	3669.734108		
873.908048	3669.734108		
889.087556	3669.734108		
901.001525	3669.734108		
915.920837	3669.734108		
927.963791	3669.734108		
507.068589	3683.734266		
518.938775	3683.734266		
534.654328	3683.734266		
546.749486	3683.734266		
561.871277	3683.734266		
573.987737	3683.734266		
589.091534	3683.734266		
601.713470	3683.734266		
616.670297	3683.734266		
629.017909	3683.734266		
644.023371	3683.734266		
656.485802	3683.734266		
671.190952	3683.734266		
683.567354	3683.734266		
698.639577	3683.734266		
710.717472	3683.734266		
725.842664	3683.734266		
738.173927	3683.734266		
752.915834	3683.734266		
765.172210	3683.734266		
780.027292	3683.734266		
792.523396	3683.734266		
807.020116	3683.734266		
819.515556	3683.734266		
834.789467	3683.734266		
847.034317	3683.734266		
861.775508	3683.734266		
873.908048	3683.734266		
889.087556	3683.734266		
901.001525	3683.734266		
915.920837	3683.734266		
927.963791	3683.734266		
507.068589	3697.721644		
518.938775	3697.721644		
534.654328	3697.721644		
546.749486	3697.721644		
561.871277	3697.721644		
573.987737	3697.721644		
589.091534	3697.721644		
601.713470	3697.721644		
616.670297	3697.721644		
629.017909	3697.721644		
644.023371	3697.721644		
656.485802	3697.721644		
671.190952	3697.721644		
