Point	Grid		
30	32		
1397.439326	1840.368990		
1410.190854	1840.368990		
1425.149456	1840.368990		
1437.432851	1840.368990		
1452.293458	1840.368990		
1464.838718	1840.368990		
1479.174841	1840.368990		
1491.558871	1840.368990		
1506.491692	1840.368990		
1518.955490	1840.368990		
1533.403300	1840.368990		
1546.003258	1840.368990		
1560.375392	1840.368990		
1572.476742	1840.368990		
1587.327270	1840.368990		
1599.908637	1840.368990		
1614.853441	1840.368990		
1627.217213	1840.368990		
1641.555474	1840.368990		
1654.259363	1840.368990		
1668.476427	1840.368990		
1681.236739	1840.368990		
1695.387352	1840.368990		
1708.209814	1840.368990		
1722.899476	1840.368990		
1735.492103	1840.368990		
1750.191771	1840.368990		
1762.859805	1840.368990		
1777.202597	1840.368990		
1789.382360	1840.368990		
1804.252635	1840.368990		
1816.457534	1840.368990		
1397.439326	1854.373383		
1410.190854	1854.373383		
1425.149456	1854.373383		
1437.432851	1854.373383		
1452.293458	1854.373383		
1464.838718	1854.373383		
1479.174841	1854.373383		
1491.558871	1854.373383		
1506.491692	1854.373383		
1518.955490	1854.373383		
1533.403300	1854.373383		
1546.003258	1854.373383		
1560.375392	1854.373383		
1572.476742	1854.373383		
1587.327270	1854.373383		
1599.908637	1854.373383		
1614.853441	1854.373383		
1627.217213	1854.373383		
1641.555474	1854.373383		
1654.259363	1854.373383		
1668.476427	1854.373383		
1681.236739	1854.373383		
1695.387352	1854.373383		
1708.209814	1854.373383		
1722.899476	1854.373383		
1735.492103	1854.373383		
1750.191771	1854.373383		
1762.859805	1854.373383		
1777.202597	1854.373383		
1789.382360	1854.373383		
1804.252635	1854.373383		
1816.457534	1854.373383		
1397.439326	1868.236556		
1410.190854	1868.236556		
1425.149456	1868.236556		
1437.432851	1868.236556		
1452.293458	1868.236556		
1464.838718	1868.236556		
1479.174841	1868.236556		
1491.558871	1868.236556		
1506.491692	1868.236556		
1518.955490	1868.236556		
1533.403300	1868.236556		
1546.003258	1868.236556		
1560.375392	1868.236556		
1572.476742	1868.236556		
1587.327270	1868.236556		
1599.908637	1868.236556		
1614.853441	1868.236556		
1627.217213	1868.236556		
1641.555474	1868.236556		
1654.259363	1868.236556		
1668.476427	1868.236556		
1681.236739	1868.236556		
1695.387352	1868.236556		
1708.209814	1868.236556		
1722.899476	1868.236556		
1735.492103	1868.236556		
1750.191771	1868.236556		
1762.859805	1868.236556		
1777.202597	1868.236556		
1789.382360	1868.236556		
1804.252635	1868.236556		
1816.457534	1868.236556		
1397.439326	1882.141698		
1410.190854	1882.141698		
1425.149456	1882.141698		
1437.432851	1882.141698		
1452.293458	1882.141698		
1464.838718	1882.141698		
1479.174841	1882.141698		
1491.558871	1882.141698		
1506.491692	1882.141698		
1518.955490	1882.141698		
1533.403300	1882.141698		
1546.003258	1882.141698		
1560.375392	1882.141698		
1572.476742	1882.141698		
1587.327270	1882.141698		
1599.908637	1882.141698		
1614.853441	1882.141698		
1627.217213	1882.141698		
1641.555474	1882.141698		
1654.259363	1882.141698		
1668.476427	1882.141698		
1681.236739	1882.141698		
1695.387352	1882.141698		
1708.209814	1882.141698		
1722.899476	1882.141698		
1735.492103	1882.141698		
1750.191771	1882.141698		
1762.859805	1882.141698		
1777.202597	1882.141698		
1789.382360	1882.141698		
1804.252635	1882.141698		
