Point	Grid		
30	32		
1394.136361	1391.824746		
1406.512529	1391.824746		
1421.663400	1391.824746		
1433.770245	1391.824746		
1448.318225	1391.824746		
1460.722744	1391.824746		
1475.579763	1391.824746		
1487.781895	1391.824746		
1502.628519	1391.824746		
1515.078839	1391.824746		
1529.823752	1391.824746		
1542.176154	1391.824746		
1556.566559	1391.824746		
1569.205822	1391.824746		
1583.772966	1391.824746		
1596.352473	1391.824746		
1610.855997	1391.824746		
1623.630303	1391.824746		
1637.973149	1391.824746		
1650.326552	1391.824746		
1664.973218	1391.824746		
1677.594520	1391.824746		
1692.141614	1391.824746		
1704.264981	1391.824746		
1719.271451	1391.824746		
1731.817154	1391.824746		
1746.156445	1391.824746		
1758.620122	1391.824746		
1773.398656	1391.824746		
1785.687418	1391.824746		
1800.198473	1391.824746		
1812.827458	1391.824746		
1394.136361	1405.823305		
1406.512529	1405.823305		
1421.663400	1405.823305		
1433.770245	1405.823305		
1448.318225	1405.823305		
1460.722744	1405.823305		
1475.579763	1405.823305		
1487.781895	1405.823305		
1502.628519	1405.823305		
1515.078839	1405.823305		
1529.823752	1405.823305		
1542.176154	1405.823305		
1556.566559	1405.823305		
1569.205822	1405.823305		
1583.772966	1405.823305		
1596.352473	1405.823305		
1610.855997	1405.823305		
1623.630303	1405.823305		
1637.973149	1405.823305		
1650.326552	1405.823305		
1664.973218	1405.823305		
1677.594520	1405.823305		
1692.141614	1405.823305		
1704.264981	1405.823305		
1719.271451	1405.823305		
1731.817154	1405.823305		
1746.156445	1405.823305		
1758.620122	1405.823305		
1773.398656	1405.823305		
1785.687418	1405.823305		
1800.198473	1405.823305		
1812.827458	1405.823305		
1394.136361	1419.580505		
1406.512529	1419.580505		
1421.663400	1419.580505		
1433.770245	1419.580505		
1448.318225	1419.580505		
1460.722744	1419.580505		
1475.579763	1419.580505		
1487.781895	1419.580505		
1502.628519	1419.580505		
1515.078839	1419.580505		
1529.823752	1419.580505		
1542.176154	1419.580505		
1556.566559	1419.580505		
1569.205822	1419.580505		
1583.772966	1419.580505		
1596.352473	1419.580505		
1610.855997	1419.580505		
1623.630303	1419.580505		
1637.973149	1419.580505		
1650.326552	1419.580505		
1664.973218	1419.580505		
1677.594520	1419.580505		
1692.141614	1419.580505		
1704.264981	1419.580505		
1719.271451	1419.580505		
1731.817154	1419.580505		
1746.156445	1419.580505		
1758.620122	1419.580505		
1773.398656	1419.580505		
1785.687418	1419.580505		
1800.198473	1419.580505		
1812.827458	1419.580505		
1394.136361	1433.614065		
1406.512529	1433.614065		
1421.663400	1433.614065		
1433.770245	1433.614065		
1448.318225	1433.614065		
1460.722744	1433.614065		
1475.579763	1433.614065		
1487.781895	1433.614065		
1502.628519	1433.614065		
1515.078839	1433.614065		
1529.823752	1433.614065		
1542.176154	1433.614065		
1556.566559	1433.614065		
1569.205822	1433.614065		
1583.772966	1433.614065		
1596.352473	1433.614065		
1610.855997	1433.614065		
1623.630303	1433.614065		
1637.973149	1433.614065		
1650.326552	1433.614065		
1664.973218	1433.614065		
1677.594520	1433.614065		
1692.141614	1433.614065		
1704.264981	1433.614065		
1719.271451	1433.614065		
1731.817154	1433.614065		
1746.156445	1433.614065		
1758.620122	1433.614065		
1773.398656	1433.614065		
1785.687418	1433.614065		
1800.198473	1433.614065		
1812.827458	1433.614065		
1394.136361	1447.537419		
1406.512529	1447.537419		
1421.663400	1447.537419		
1433.770245	1447.537419		
1448.318225	1447.537419		
1460.722744	1447.537419		
1475.579763	1447.537419		
1487.781895	1447.537419		
1502.628519	1447.537419		
1515.078839	1447.537419		
1529.823752	1447.537419		
1542.176154	1447.537419		
1556.566559	1447.537419		
1569.205822	1447.537419		
1583.772966	1447.537419		
1596.352473	1447.537419		
1610.855997	1447.537419		
1623.630303	1447.537419		
1637.973149	1447.537419		
1650.326552	1447.537419		
1664.973218	1447.537419		
1677.594520	1447.537419		
1692.141614	1447.537419		
1704.264981	1447.537419		
1719.271451	1447.537419		
1731.817154	1447.537419		
1746.156445	1447.537419		
1758.620122	1447.537419		
1773.398656	1447.537419		
1785.687418	1447.537419		
1800.198473	1447.537419		
1812.827458	1447.537419		
1394.136361	1461.710152		
1406.512529	1461.710152		
1421.663400	1461.710152		
1433.770245	1461.710152		
1448.318225	1461.710152		
1460.722744	1461.710152		
1475.579763	1461.710152		
1487.781895	1461.710152		
1502.628519	1461.710152		
1515.078839	1461.710152		
1529.823752	1461.710152		
1542.176154	1461.710152		
1556.566559	1461.710152		
1569.205822	1461.710152		
1583.772966	1461.710152		
1596.352473	1461.710152		
1610.855997	1461.710152		
1623.630303	1461.710152		
1637.973149	1461.710152		
1650.326552	1461.710152		
1664.973218	1461.710152		
1677.594520	1461.710152		
1692.141614	1461.710152		
1704.264981	1461.710152		
1719.271451	1461.710152		
