Point	Grid		
30	32		
964.031969	4092.592062		
976.282722	4092.592062		
991.197401	4092.592062		
1003.294194	4092.592062		
1018.389212	4092.592062		
1030.374194	4092.592062		
1045.156083	4092.592062		
1057.759064	4092.592062		
1072.385462	4092.592062		
1084.856329	4092.592062		
1099.640204	4092.592062		
1112.105265	4092.592062		
1126.800363	4092.592062		
1139.125992	4092.592062		
1153.826393	4092.592062		
1166.359813	4092.592062		
1180.867896	4092.592062		
1193.292964	4092.592062		
1208.058485	4092.592062		
1220.364305	4092.592062		
1234.975634	4092.592062		
1247.302203	4092.592062		
1262.106318	4092.592062		
1274.301568	4092.592062		
1289.129456	4092.592062		
1301.575480	4092.592062		
1316.276804	4092.592062		
1328.603328	4092.592062		
1343.118280	4092.592062		
1355.625709	4092.592062		
1370.213373	4092.592062		
1382.580495	4092.592062		
964.031969	4106.420072		
976.282722	4106.420072		
991.197401	4106.420072		
1003.294194	4106.420072		
1018.389212	4106.420072		
1030.374194	4106.420072		
1045.156083	4106.420072		
1057.759064	4106.420072		
1072.385462	4106.420072		
1084.856329	4106.420072		
1099.640204	4106.420072		
1112.105265	4106.420072		
1126.800363	4106.420072		
1139.125992	4106.420072		
1153.826393	4106.420072		
1166.359813	4106.420072		
1180.867896	4106.420072		
1193.292964	4106.420072		
1208.058485	4106.420072		
1220.364305	4106.420072		
1234.975634	4106.420072		
1247.302203	4106.420072		
1262.106318	4106.420072		
1274.301568	4106.420072		
1289.129456	4106.420072		
1301.575480	4106.420072		
1316.276804	4106.420072		
1328.603328	4106.420072		
1343.118280	4106.420072		
1355.625709	4106.420072		
1370.213373	4106.420072		
1382.580495	4106.420072		
964.031969	4120.292669		
976.282722	4120.292669		
991.197401	4120.292669		
1003.294194	4120.292669		
1018.389212	4120.292669		
1030.374194	4120.292669		
1045.156083	4120.292669		
1057.759064	4120.292669		
1072.385462	4120.292669		
1084.856329	4120.292669		
1099.640204	4120.292669		
1112.105265	4120.292669		
1126.800363	4120.292669		
1139.125992	4120.292669		
1153.826393	4120.292669		
1166.359813	4120.292669		
1180.867896	4120.292669		
1193.292964	4120.292669		
1208.058485	4120.292669		
1220.364305	4120.292669		
1234.975634	4120.292669		
1247.302203	4120.292669		
1262.106318	4120.292669		
1274.301568	4120.292669		
1289.129456	4120.292669		
1301.575480	4120.292669		
1316.276804	4120.292669		
1328.603328	4120.292669		
1343.118280	4120.292669		
1355.625709	4120.292669		
1370.213373	4120.292669		
1382.580495	4120.292669		
964.031969	4134.163164		
976.282722	4134.163164		
991.197401	4134.163164		
1003.294194	4134.163164		
1018.389212	4134.163164		
1030.374194	4134.163164		
1045.156083	4134.163164		
1057.759064	4134.163164		
1072.385462	4134.163164		
1084.856329	4134.163164		
1099.640204	4134.163164		
1112.105265	4134.163164		
1126.800363	4134.163164		
1139.125992	4134.163164		
1153.826393	4134.163164		
1166.359813	4134.163164		
1180.867896	4134.163164		
1193.292964	4134.163164		
1208.058485	4134.163164		
1220.364305	4134.163164		
1234.975634	4134.163164		
1247.302203	4134.163164		
1262.106318	4134.163164		
1274.301568	4134.163164		
1289.129456	4134.163164		
1301.575480	4134.163164		
1316.276804	4134.163164		
1328.603328	4134.163164		
1343.118280	4134.163164		
1355.625709	4134.163164		
1370.213373	4134.163164		
1382.580495	4134.163164		
964.031969	4148.109053		
976.282722	4148.109053		
991.197401	4148.109053		
1003.294194	4148.109053		
