Point	Grid		
30	32		
1412.220382	3640.830433		
1424.346829	3640.830433		
1439.258835	3640.830433		
1451.499912	3640.830433		
1466.317056	3640.830433		
1478.561851	3640.830433		
1493.328257	3640.830433		
1505.911362	3640.830433		
1520.331522	3640.830433		
1532.968923	3640.830433		
1547.563499	3640.830433		
1560.233262	3640.830433		
1574.671355	3640.830433		
1586.961406	3640.830433		
1601.827175	3640.830433		
1614.341035	3640.830433		
1628.943142	3640.830433		
1641.342546	3640.830433		
1656.074590	3640.830433		
1668.344537	3640.830433		
1682.902154	3640.830433		
1695.417333	3640.830433		
1710.044932	3640.830433		
1722.482577	3640.830433		
1737.108793	3640.830433		
1749.867940	3640.830433		
1764.278783	3640.830433		
1776.817366	3640.830433		
1791.305521	3640.830433		
1803.851001	3640.830433		
1818.379811	3640.830433		
1830.919377	3640.830433		
1412.220382	3654.658326		
1424.346829	3654.658326		
1439.258835	3654.658326		
1451.499912	3654.658326		
1466.317056	3654.658326		
1478.561851	3654.658326		
1493.328257	3654.658326		
1505.911362	3654.658326		
1520.331522	3654.658326		
1532.968923	3654.658326		
1547.563499	3654.658326		
1560.233262	3654.658326		
1574.671355	3654.658326		
1586.961406	3654.658326		
1601.827175	3654.658326		
1614.341035	3654.658326		
1628.943142	3654.658326		
1641.342546	3654.658326		
1656.074590	3654.658326		
1668.344537	3654.658326		
1682.902154	3654.658326		
1695.417333	3654.658326		
1710.044932	3654.658326		
1722.482577	3654.658326		
1737.108793	3654.658326		
1749.867940	3654.658326		
1764.278783	3654.658326		
1776.817366	3654.658326		
1791.305521	3654.658326		
1803.851001	3654.658326		
1818.379811	3654.658326		
1830.919377	3654.658326		
1412.220382	3668.600368		
1424.346829	3668.600368		
1439.258835	3668.600368		
1451.499912	3668.600368		
1466.317056	3668.600368		
1478.561851	3668.600368		
1493.328257	3668.600368		
1505.911362	3668.600368		
1520.331522	3668.600368		
1532.968923	3668.600368		
1547.563499	3668.600368		
1560.233262	3668.600368		
1574.671355	3668.600368		
1586.961406	3668.600368		
1601.827175	3668.600368		
1614.341035	3668.600368		
1628.943142	3668.600368		
1641.342546	3668.600368		
1656.074590	3668.600368		
1668.344537	3668.600368		
1682.902154	3668.600368		
1695.417333	3668.600368		
1710.044932	3668.600368		
1722.482577	3668.600368		
1737.108793	3668.600368		
1749.867940	3668.600368		
1764.278783	3668.600368		
1776.817366	3668.600368		
1791.305521	3668.600368		
1803.851001	3668.600368		
1818.379811	3668.600368		
1830.919377	3668.600368		
1412.220382	3682.373334		
1424.346829	3682.373334		
1439.258835	3682.373334		
1451.499912	3682.373334		
1466.317056	3682.373334		
1478.561851	3682.373334		
1493.328257	3682.373334		
1505.911362	3682.373334		
1520.331522	3682.373334		
1532.968923	3682.373334		
1547.563499	3682.373334		
1560.233262	3682.373334		
1574.671355	3682.373334		
1586.961406	3682.373334		
1601.827175	3682.373334		
1614.341035	3682.373334		
1628.943142	3682.373334		
1641.342546	3682.373334		
1656.074590	3682.373334		
1668.344537	3682.373334		
1682.902154	3682.373334		
1695.417333	3682.373334		
1710.044932	3682.373334		
1722.482577	3682.373334		
1737.108793	3682.373334		
1749.867940	3682.373334		
1764.278783	3682.373334		
1776.817366	3682.373334		
1791.305521	3682.373334		
1803.851001	3682.373334		
1818.379811	3682.373334		
1830.919377	3682.373334		
1412.220382	3696.207647		
1424.346829	3696.207647		
1439.258835	3696.207647		
1451.499912	3696.207647		
1466.317056	3696.207647		
1478.561851	3696.207647		
1493.328257	3696.207647		
1505.911362	3696.207647		
1520.331522	3696.207647		
1532.968923	3696.207647		
1547.563499	3696.207647		
1560.233262	3696.207647		
1574.671355	3696.207647		
1586.961406	3696.207647		
1601.827175	3696.207647		
1614.341035	3696.207647		
1628.943142	3696.207647		
1641.342546	3696.207647		
1656.074590	3696.207647		
1668.344537	3696.207647		
1682.902154	3696.207647		
1695.417333	3696.207647		
1710.044932	3696.207647		
1722.482577	3696.207647		
1737.108793	3696.207647		
1749.867940	3696.207647		
